x_m,y_m,estimated_rssi_dbm
0.0,0.0,-45.15515510895796
0.028112449799196786,0.0,-45.15976540956999
0.05622489959839357,0.0,-45.16456624806887
0.08433734939759036,0.0,-45.169555859562344
0.11244979919678715,0.0,-45.17473182115273
0.14056224899598393,0.0,-45.1800909982253
0.1686746987951807,0.0,-45.18562948865101
0.19678714859437751,0.0,-45.19134256508172
0.2248995983935743,0.0,-45.19722461556591
0.25301204819277107,0.0,-45.203269082768465
0.28112449799196787,0.0,-45.20946840213888
0.3092369477911647,0.0,-45.21581393944
0.3373493975903614,0.0,-45.222295928120005
0.3654618473895582,0.0,-45.22890340708961
0.39357429718875503,0.0,-45.23562415954686
0.4216867469879518,0.0,-45.24244465357849
0.4497991967871486,0.0,-45.24934998535521
0.4779116465863454,0.0,-45.25632382582861
0.5060240963855421,0.0,-45.26334837192613
0.5341365461847389,0.0,-45.270404303330174
0.5622489959839357,0.0,-45.27747074600945
0.5903614457831325,0.0,-45.284525243746906
0.6184738955823293,0.0,-45.29154373897565
0.646586345381526,0.0,-45.29850056428644
0.6746987951807228,0.0,-45.305368446006014
0.7028112449799196,0.0,-45.31211852126056
0.7309236947791165,0.0,-45.31872036992941
0.7590361445783133,0.0,-45.32514206285449
0.7871485943775101,0.0,-45.331350227601945
0.8152610441767068,0.0,-45.33731013296389
0.8433734939759036,0.0,-45.34298579324504
0.8714859437751004,0.0,-45.34834009319054
0.8995983935742972,0.0,-45.35333493418459
0.927710843373494,0.0,-45.35793140207678
0.9558232931726908,0.0,-45.362089956681515
0.9839357429718876,0.0,-45.36577064264455
1.0120481927710843,0.0,-45.36893332098476
1.0401606425702812,0.0,-45.37153792020665
1.0682730923694779,0.0,-45.37354470544455
1.0963855421686746,0.0,-45.37491456365555
1.1244979919678715,0.0,-45.37560930243464
1.1526104417670682,0.0,-45.375591959594836
1.180722891566265,0.0,-45.37482712025238
1.2088353413654618,0.0,-45.37328123779306
1.2369477911646587,0.0,-45.370922954788924
1.2650602409638554,0.0,-45.36772341969406
1.293172690763052,0.0,-45.3636565949891
1.321285140562249,0.0,-45.358699552374894
1.3493975903614457,0.0,-45.352832750645106
1.3775100401606426,0.0,-45.34604029199956
1.4056224899598393,0.0,-45.338310152796545
1.4337349397590362,0.0,-45.32963438508014
1.461847389558233,0.0,-45.32000928565199
1.4899598393574296,0.0,-45.30943552997535
1.5180722891566265,0.0,-45.29791826879085
1.5461847389558232,0.0,-45.28546718596852
1.5742971887550201,0.0,-45.27209651680507
1.6024096385542168,0.0,-45.257825026675675
1.6305220883534135,0.0,-45.242675950645285
1.6586345381526104,0.0,-45.22667689531746
1.686746987951807,0.0,-45.209859704826414
1.714859437751004,0.0,-45.19226029344485
1.7429718875502007,0.0,-45.173918447770646
1.7710843373493976,0.0,-45.154877601857955
1.7991967871485943,0.0,-45.13518458896464
1.827309236947791,0.0,-45.11488937379335
1.855421686746988,0.0,-45.09404476920767
1.8835341365461846,0.0,-45.0727061414095
1.9116465863453815,0.0,-45.050931107476714
1.9397590361445782,0.0,-45.02877922898758
1.9678714859437751,0.0,-45.00631170521187
1.9959839357429718,0.0,-44.983591069042745
2.0240963855421685,0.0,-44.96068088848569
2.0522088353413652,0.0,-44.937645476132396
2.0803212851405624,0.0,-44.91454960863373
2.108433734939759,0.0,-44.89145825776658
2.1365461847389557,0.0,-44.86843633427002
2.1646586345381524,0.0,-44.845548445222086
2.192771084337349,0.0,-44.822858665344896
2.2208835341365463,0.0,-44.80043032227115
2.248995983935743,0.0,-44.77832579548571
2.2771084337349397,0.0,-44.75660632837375
2.3052208835341363,0.0,-44.735331852566205
2.3333333333333335,0.0,-44.71456082357517
2.36144578313253,0.0,-44.6943500665543
2.389558232931727,0.0,-44.674754630904154
2.4176706827309236,0.0,-44.655827652367506
2.4457831325301203,0.0,-44.637620221219876
2.4738955823293174,0.0,-44.62018125515961
2.502008032128514,0.0,-44.60355737552998
2.5301204819277108,0.0,-44.58779278556661
2.5582329317269075,0.0,-44.57292914945019
2.586345381526104,0.0,-44.55900547105709
2.6144578313253013,0.0,-44.54605797143519
2.642570281124498,0.0,-44.5341199641889
2.6706827309236947,0.0,-44.52322172813189
2.6987951807228914,0.0,-44.513390376759546
2.726907630522088,0.0,-44.50464972430278
2.755020080321285,0.0,-44.49702014834896
2.783132530120482,0.0,-44.4905184492561
2.8112449799196786,0.0,-44.4851577068376
2.8393574297188753,0.0,-44.480947135060795
2.8674698795180724,0.0,-44.47789193577714
2.895582329317269,0.0,-44.47599315278643
2.923694779116466,0.0,-44.475247527830085
2.9518072289156625,0.0,-44.475647360402455
2.979919678714859,0.0,-44.477180373568295
3.0080321285140563,0.0,-44.47982958826643
3.036144578313253,0.0,-44.48357320886663
3.0642570281124497,0.0,-44.48838452301771
3.0923694779116464,0.0,-44.494231819076205
3.120481927710843,0.0,-44.50107832462687
3.1485943775100402,0.0,-44.508882169790645
3.176706827309237,0.0,-44.51759637915342
3.2048192771084336,0.0,-44.52716889622808
3.2329317269076303,0.0,-44.53754264437385
3.261044176706827,0.0,-44.54865562802777
3.289156626506024,0.0,-44.560441077945356
3.317269076305221,0.0,-44.572827643886846
3.3453815261044175,0.0,-44.58573963781768
3.373493975903614,0.0,-44.599097330205126
3.4016064257028114,0.0,-44.61281730138743
3.429718875502008,0.0,-44.62681284926047
3.4578313253012047,0.0,-44.64099445367805
3.4859437751004014,0.0,-44.65527029699585
3.514056224899598,0.0,-44.66954683912243
3.5421686746987953,0.0,-44.68372944428669
3.570281124497992,0.0,-44.69772305551394
3.5983935742971886,0.0,-44.7114329115475
3.6265060240963853,0.0,-44.72476529969423
3.654618473895582,0.0,-44.737628336845134
3.682730923694779,0.0,-44.74993276976585
3.710843373493976,0.0,-44.76159278470992
3.7389558232931726,0.0,-44.77252681552071
3.7670682730923692,0.0,-44.78265833869554
3.795180722891566,0.0,-44.791916643426966
3.823293172690763,0.0,-44.80023756444309
