x_m,y_m,estimated_rssi_dbm
0.0,0.0,-46.665921720793456
0.028112449799196786,0.0,-46.68698944742833
0.05622489959839357,0.0,-46.70846551348257
0.08433734939759036,0.0,-46.73034028518102
0.11244979919678715,0.0,-46.75260241293161
0.14056224899598393,0.0,-46.7752387142161
0.1686746987951807,0.0,-46.7982340537885
0.19678714859437751,0.0,-46.82157122180264
0.2248995983935743,0.0,-46.84523081061079
0.25301204819277107,0.0,-46.869191091104355
0.28112449799196787,0.0,-46.893427889606926
0.3092369477911647,0.0,-46.917914466480525
0.3373493975903614,0.0,-46.94262139775975
0.3654618473895582,0.0,-46.96751646129529
0.39357429718875503,0.0,-46.99256452905405
0.4216867469879518,0.0,-47.017727467394806
0.4497991967871486,0.0,-47.04296404730755
0.4779116465863454,0.0,-47.06822986676998
0.5060240963855421,0.0,-47.09347728752969
0.5341365461847389,0.0,-47.118655388764275
0.5622489959839357,0.0,-47.143709940193524
0.5903614457831325,0.0,-47.16858339731365
0.6184738955823293,0.0,-47.19321492148946
0.646586345381526,0.0,-47.217540427663046
0.6746987951807228,0.0,-47.241492662414224
0.7028112449799196,0.0,-47.26500131502961
0.7309236947791165,0.0,-47.287993164096015
0.7590361445783133,0.0,-47.31039226192199
0.7871485943775101,0.0,-47.33212015880561
0.8152610441767068,0.0,-47.35309616879757
0.8433734939759036,0.0,-47.373237678158425
0.8714859437751004,0.0,-47.39246049716913
0.8995983935742972,0.0,-47.410679255334706
0.927710843373494,0.0,-47.42780783931714
0.9558232931726908,0.0,-47.44375987215986
0.9839357429718876,0.0,-47.45844923152892
1.0120481927710843,0.0,-47.47179060381197
1.0401606425702812,0.0,-47.48370007000273
1.0682730923694779,0.0,-47.49409571837719
1.0963855421686746,0.0,-47.50289827806407
1.1244979919678715,0.0,-47.51003176675314
1.1526104417670682,0.0,-47.51542414499756
1.180722891566265,0.0,-47.51900796888568
1.2088353413654618,0.0,-47.52072103230648
1.2369477911646587,0.0,-47.520506989643614
1.2650602409638554,0.0,-47.518315949528244
1.293172690763052,0.0,-47.51410503028125
1.321285140562249,0.0,-47.507838867894314
1.3493975903614457,0.0,-47.49949006784624
1.3775100401606426,0.0,-47.489039592724
1.4056224899598393,0.0,-47.47647707850904
1.4337349397590362,0.0,-47.46180107348273
1.461847389558233,0.0,-47.44501919497513
1.4899598393574296,0.0,-47.42614820059502
1.5180722891566265,0.0,-47.40521397210096
1.5461847389558232,0.0,-47.38225141165627
1.5742971887550201,0.0,-47.35730425181162
1.6024096385542168,0.0,-47.33042478212949
1.6305220883534135,0.0,-47.30167349685731
1.6586345381526104,0.0,-47.27111866943025
1.686746987951807,0.0,-47.238835860798474
1.714859437751004,0.0,-47.20490736959841
1.7429718875502007,0.0,-47.169421632995125
1.7710843373493976,0.0,-47.13247258760077
1.7991967871485943,0.0,-47.09415900021123
1.827309236947791,0.0,-47.05458377820317
1.855421686746988,0.0,-47.01385326930475
1.8835341365461846,0.0,-46.972076560111276
1.9116465863453815,0.0,-46.92936478218672
1.9397590361445782,0.0,-46.88583043389764
1.9678714859437751,0.0,-46.841586725300054
1.9959839357429718,0.0,-46.79674695247533
2.0240963855421685,0.0,-46.7514239067176
2.0522088353413652,0.0,-46.70572932294876
2.0803212851405624,0.0,-46.65977337070383
2.108433734939759,0.0,-46.61366419001813
2.1365461847389557,0.0,-46.56750747358246
2.1646586345381524,0.0,-46.52140609562917
2.192771084337349,0.0,-46.475459787190644
2.2208835341365463,0.0,-46.42976485663926
2.248995983935743,0.0,-46.38441395378425
2.2771084337349397,0.0,-46.33949587526679
2.3052208835341363,0.0,-46.295095408564066
2.3333333333333335,0.0,-46.251293211578925
2.36144578313253,0.0,-46.208165724553616
2.389558232931727,0.0,-46.16578511089434
2.4176706827309236,0.0,-46.124219223422095
2.4457831325301203,0.0,-46.0835315925654
2.4738955823293174,0.0,-46.043781433072986
2.502008032128514,0.0,-46.00502366594184
2.5301204819277108,0.0,-45.96730895241719
2.5582329317269075,0.0,-45.930683737121235
2.586345381526104,0.0,-45.89519029759625
2.6144578313253013,0.0,-45.8608667978006
2.642570281124498,0.0,-45.827747343366354
2.6706827309236947,0.0,-45.795862036710325
2.6987951807228914,0.0,-45.76523703038051
2.726907630522088,0.0,-45.7358945773178
2.755020080321285,0.0,-45.707853077009
2.783132530120482,0.0,-45.681127116807176
2.8112449799196786,0.0,-45.65572750799061
2.8393574297188753,0.0,-45.631661316426054
2.8674698795180724,0.0,-45.60893188798956
2.895582329317269,0.0,-45.58753886918287
2.923694779116466,0.0,-45.56747822365973
2.9518072289156625,0.0,-45.54874224564543
2.979919678714859,0.0,-45.531319571492354
3.0080321285140563,0.0,-45.51519519086334
3.036144578313253,0.0,-45.50035045926768
3.0642570281124497,0.0,-45.486763113893545
3.0923694779116464,0.0,-45.47440729487718
3.120481927710843,0.0,-45.4632535743223
3.1485943775100402,0.0,-45.453268995527026
3.176706827309237,0.0,-45.44441712498429
3.2048192771084336,0.0,-45.43665811979107
3.2329317269076303,0.0,-45.42994881312313
3.261044176706827,0.0,-45.42424282040196
3.289156626506024,0.0,-45.41949066869026
3.317269076305221,0.0,-45.41563995169735
3.3453815261044175,0.0,-45.41263551255135
3.373493975903614,0.0,-45.410419656194
3.4016064257028114,0.0,-45.40893239287868
3.429718875502008,0.0,-45.408111713796096
3.4578313253012047,0.0,-45.40789389932185
3.4859437751004014,0.0,-45.408213859775756
3.514056224899598,0.0,-45.40900550791456
3.5421686746987953,0.0,-45.41020216165484
3.570281124497992,0.0,-45.41173697475976
3.5983935742971886,0.0,-45.41354339243195
3.6265060240963853,0.0,-45.41555562796244
3.654618473895582,0.0,-45.41770915581036
3.682730923694779,0.0,-45.419941215755124
3.710843373493976,0.0,-45.42219132210057
3.7389558232931726,0.0,-45.42440177134165
3.7670682730923692,0.0,-45.42651814125798
3.795180722891566,0.0,-45.42848977409316
3.823293172690763,0.0,-45.430270236340974
3.8514056224899598,0.0,-45.431817747695995
3.8795180722891565,0.0,-45.43309557195674
3.907630522088353,0.0,-45.434072363087246
3.9357429718875503,0.0,-45.434722460252935
3.963855421686747,0.0,-45.43502612643208
3.9919678714859437,0.0,-45.43496972614892
4.020080321285141,0.0,-45.43454583895457
4.048192771084337,0.0,-45.43375330646446
4.076305220883534,0.0,-45.432597212012546
4.1044176706827304,0.0,-45.431088793263996
4.132530120481928,0.0,-45.429245289400626
4.160642570281125,0.0,-45.42708972571625
4.188755020080321,0.0,-45.42465063959706
4.216867469879518,0.0,-45.4219617528815
4.244979919678714,0.0,-45.41906159646499
4.2730923694779115,0.0,-45.415993093718825
4.301204819277109,0.0,-45.41280310981147
4.329317269076305,0.0,-45.40954197434885
4.357429718875502,0.0,-45.40626298488652
4.385542168674698,0.0,-45.403021898819084
4.413654618473895,0.0,-45.39987642093002
4.4417670682730925,0.0,-45.39688569351165
4.469879518072289,0.0,-45.394109795454085
4.497991967871486,0.0,-45.39160925608728
4.526104417670682,0.0,-45.38944458885915
4.554216867469879,0.0,-45.38767584917738
4.582329317269076,0.0,-45.38636221995557
4.610441767068273,0.0,-45.385561627610606
4.63855421686747,0.0,-45.385330390478416
4.666666666666667,0.0,-45.38572290086972
4.694779116465863,0.0,-45.38679134128825
4.72289156626506,0.0,-45.388585434697674
4.751004016064257,0.0,-45.391152228154525
4.779116465863454,0.0,-45.394535908630914
4.807228915662651,0.0,-45.39877764943461
4.835341365461847,0.0,-45.40391548529628
4.863453815261044,0.0,-45.409984213929775
4.8915662650602405,0.0,-45.417015321681895
4.919678714859438,0.0,-45.42503693076328
4.947791164658635,0.0,-45.43407376549109
4.975903614457831,0.0,-45.444147134965995
5.004016064257028,0.0,-45.45527492964727
5.032128514056224,0.0,-45.467471629372945
5.0602409638554215,0.0,-45.480748320490335
5.088353413654619,0.0,-45.495112719909244
5.116465863453815,0.0,-45.51056920406366
5.144578313253012,0.0,-45.52711884095762
5.172690763052208,0.0,-45.544759423678194
5.2008032128514055,0.0,-45.56348550397587
5.228915662650603,0.0,-45.583288424739486
5.257028112449799,0.0,-45.604156350424496
5.285140562248996,0.0,-45.62607429473044
5.313253012048192,0.0,-45.64902414506138
5.341365461847389,0.0,-45.6729846835431
5.3694779116465865,0.0,-45.69793160461014
5.397590361445783,0.0,-45.72383752941349
5.42570281124498,0.0,-45.75067201753576
5.453815261044176,0.0,-45.77840157673232
5.481927710843373,0.0,-45.80698967164387
5.51004016064257,0.0,-45.83639673264551
5.538152610441767,0.0,-45.86658016620887
5.566265060240964,0.0,-45.897494368352525
5.59437751004016,0.0,-45.929090742940566
5.622489959839357,0.0,-45.96131772675637
5.650602409638554,0.0,-45.99412082342054
5.678714859437751,0.0,-46.027442648340916
5.706827309236948,0.0,-46.06122298696517
5.734939759036145,0.0,-46.09539886865477
5.763052208835341,0.0,-46.12990465850219
5.791164658634538,0.0,-46.164672169368416
5.8192771084337345,0.0,-46.19963079631892
5.847389558232932,0.0,-46.23470767547721
5.875502008032129,0.0,-46.26982786909392
5.903614457831325,0.0,-46.30491457834092
5.931726907630522,0.0,-46.3398893849837
5.959839357429718,0.0,-46.37467252266087
5.9879518072289155,0.0,-46.409183178010096
6.016064257028113,0.0,-46.44333982132741
6.044176706827309,0.0,-46.47706056584381
6.072289156626506,0.0,-46.51026355405182
6.100401606425702,0.0,-46.54286736883636
6.128514056224899,0.0,-46.57479146646818
6.156626506024097,0.0,-46.60595662782421
6.184738955823293,0.0,-46.63628542352921
6.21285140562249,0.0,-46.66570268808448
6.240963855421686,0.0,-46.69413599748911
6.269076305220883,0.0,-46.72151614438403
6.2971887550200805,0.0,-46.74777760438516
6.325301204819277,0.0,-46.7728589870343
6.353413654618474,0.0,-46.796703464701785
6.38152610441767,0.0,-46.81925917283695
6.409638554216867,0.0,-46.84047957518635
6.437751004016064,0.0,-46.86032378798552
6.465863453815261,0.0,-46.878756857679164
6.493975903614458,0.0,-46.89574998741841
6.522088353413654,0.0,-46.911280708414715
6.550200803212851,0.0,-46.92533299316938
6.578313253012048,0.0,-46.937897308625026
6.6064257028112445,0.0,-46.948970608366764
6.634538152610442,0.0,-46.958556264108374
6.662650602409638,0.0,-46.966663937797115
6.690763052208835,0.0,-46.973309396728446
6.718875502008032,0.0,-46.97851427504815
6.746987951807228,0.0,-46.98230578590918
6.775100401606426,0.0,-46.98471638931643
6.803212851405623,0.0,-46.98578342132027
6.831325301204819,0.0,-46.98554869069645
6.859437751004016,0.0,-46.98405804956585
6.887550200803212,0.0,-46.98136094456603
6.9156626506024095,0.0,-46.977509955188815
6.943775100401607,0.0,-46.97256032575679
6.971887550200803,0.0,-46.966569497236286
7.0,0.0,-46.95959664469717
0.0,0.028112449799196786,-46.67376072183235
0.028112449799196786,0.028112449799196786,-46.69542536379859
0.05622489959839357,0.028112449799196786,-46.71752598769486
0.08433734939759036,0.028112449799196786,-46.74005359467594
0.11244979919678715,0.028112449799196786,-46.76299742287806
0.14056224899598393,0.028112449799196786,-46.78634482161759
0.1686746987951807,0.028112449799196786,-46.81008112218125
0.19678714859437751,0.028112449799196786,-46.834189505821676
0.2248995983935743,0.028112449799196786,-46.85865086970058
0.25301204819277107,0.028112449799196786,-46.88344369166237
0.28112449799196787,0.028112449799196786,-46.90854389487307
0.3092369477911647,0.028112449799196786,-46.933924713523034
0.3373493975903614,0.028112449799196786,-46.959556560965254
0.3654618473895582,0.028112449799196786,-46.98540690184349
0.39357429718875503,0.028112449799196786,-47.011440129954245
0.4216867469879518,0.028112449799196786,-47.0376174537793
0.4497991967871486,0.028112449799196786,-47.063896791821044
0.4779116465863454,0.028112449799196786,-47.090232680064005
0.5060240963855421,0.028112449799196786,-47.116576194070916
0.5341365461847389,0.028112449799196786,-47.14287488839247
0.5622489959839357,0.028112449799196786,-47.16907275612211
0.5903614457831325,0.028112449799196786,-47.19511021155336
0.6184738955823293,0.028112449799196786,-47.220924098988306
0.646586345381526,0.028112449799196786,-47.246447730795545
0.6746987951807228,0.028112449799196786,-47.27161095781428
0.7028112449799196,0.028112449799196786,-47.29634027513921
0.7309236947791165,0.028112449799196786,-47.320558966190035
0.7590361445783133,0.028112449799196786,-47.34418728776156
0.7871485943775101,0.028112449799196786,-47.36714269845639
0.8152610441767068,0.028112449799196786,-47.38934013251742
0.8433734939759036,0.028112449799196786,-47.41069232059664
0.8714859437751004,0.028112449799196786,-47.431110158415436
0.8995983935742972,0.028112449799196786,-47.45050312359465
0.927710843373494,0.028112449799196786,-47.468779740159064
0.9558232931726908,0.028112449799196786,-47.485848089360275
0.9839357429718876,0.028112449799196786,-47.50161636452763
1.0120481927710843,0.028112449799196786,-47.51599346665916
