x_m,y_m,estimated_rssi_dbm
0.0,0.0,-40.19929163108348
0.0321285140562249,0.0,-40.213067012607496
0.0642570281124498,0.0,-40.22729057155112
0.09638554216867469,0.0,-40.24195428223712
0.1285140562248996,0.0,-40.25704779643762
0.1606425702811245,0.0,-40.2725582341482
0.19277108433734938,0.0,-40.28846996559114
0.22489959839357426,0.0,-40.30476438544764
0.2570281124497992,0.0,-40.32141968061614
0.2891566265060241,0.0,-40.33841059312663
0.321285140562249,0.0,-40.35570818021058
0.35341365461847385,0.0,-40.37327957392847
0.38554216867469876,0.0,-40.39108774319261
0.41767068273092367,0.0,-40.40909126148562
0.4497991967871485,0.0,-40.427244084058536
0.48192771084337344,0.0,-40.44549533888971
0.5140562248995983,0.0,-40.46378913618397
0.5461847389558232,0.0,-40.482064401678166
0.5783132530120482,0.0,-40.500254739477555
0.610441767068273,0.0,-40.518288330557205
0.642570281124498,0.0,-40.53608787340312
0.6746987951807228,0.0,-40.553570573512054
0.7068273092369477,0.0,-40.570648188593246
0.7389558232931727,0.0,-40.5872271362884
0.7710843373493975,0.0,-40.60320867102257
0.8032128514056224,0.0,-40.61848913618993
0.8353413654618473,0.0,-40.63296029724024
0.8674698795180722,0.0,-40.646509760344046
0.899598393574297,0.0,-40.659021480164014
0.931726907630522,0.0,-40.670376358840464
0.9638554216867469,0.0,-40.68045293661632
0.9959839357429718,0.0,-40.689128172597734
1.0281124497991967,0.0,-40.69627831200242
1.0602409638554215,0.0,-40.70177983393418
1.0923694779116464,0.0,-40.705510471298886
1.1244979919678715,0.0,-40.70735029201846
1.1566265060240963,0.0,-40.707182828293014
1.1887550200803212,0.0,-40.704896238399954
1.220883534136546,0.0,-40.70038448350701
1.253012048192771,0.0,-40.69354850031149
1.285140562248996,0.0,-40.684297349099715
1.3172690763052208,0.0,-40.67254931613192
1.3493975903614457,0.0,-40.65823294916568
1.3815261044176705,0.0,-40.641288005483794
1.4136546184738954,0.0,-40.62166629300264
1.4457831325301203,0.0,-40.599332386899846
1.4779116465863453,0.0,-40.57426420666343
1.5100401606425702,0.0,-40.546453441462646
1.542168674698795,0.0,-40.515905815164835
1.57429718875502,0.0,-40.48264118605286
1.6064257028112447,0.0,-40.44669348019014
1.6385542168674698,0.0,-40.408110461286135
1.6706827309236947,0.0,-40.366953343685694
1.7028112449799195,0.0,-40.32329625859678
1.7349397590361444,0.0,-40.277225586758625
1.7670682730923692,0.0,-40.22883917333288
1.799196787148594,0.0,-40.178245442795536
1.8313253012048192,0.0,-40.12556243297283
1.863453815261044,0.0,-40.070916768083876
1.8955823293172689,0.0,-40.014442590738646
1.9277108433734937,0.0,-39.95628047233676
1.9598393574297186,0.0,-39.89657632027802
1.9919678714859437,0.0,-39.83548029891529
2.0240963855421685,0.0,-39.77314577934203
2.0562248995983934,0.0,-39.709728331008826
2.0883534136546182,0.0,-39.645384765903245
2.120481927710843,0.0,-39.5802722436973
2.152610441767068,0.0,-39.5145474439516
2.184738955823293,0.0,-39.448365809237195
2.2168674698795177,0.0,-39.381880860956805
2.248995983935743,0.0,-39.3152435877608
2.281124497991968,0.0,-39.24860190479594
2.3132530120481927,0.0,-39.1821001806128
2.3453815261044175,0.0,-39.115878827402156
2.3775100401606424,0.0,-39.05007394932992
2.4096385542168672,0.0,-38.984817043082785
2.441767068273092,0.0,-38.920234744310534
2.473895582329317,0.0,-38.85644861343349
